date,auteur_com,source,commentaire,poste,date_post,auteur
07-11-2025,Souleymane Ouattara,OLBCI,#sgci,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
06-11-2025,Prudy Kouakou,OLBCI,"Si c'est madame lagtzrt4 mon clavier laisse tomber
jamais disponible à croire qu'elle est toujours occupée portant si c'est pour t'appeler pour prendre prêt elle ne se fait pas prier. Depuis que je suis à ficgayo je n'ai jamais vu un gestionnaire qui n'est pas à l'écoute comme elle. Franchement son service laisse à désirer.",bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
07-11-2025,Donnie Brasco,OLBCI,Agence Ste-Famille riviera 3 pareille si elle t'as décroché c'est qu'il faut déménagé là où t'as dormi la veille,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
07-11-2025,Arsène Kouadio,OLBCI,Si c'est pour te dire viens prendre crédit elle vont décrocher mais une fois le prêt mis en place votre amour est fini,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
07-11-2025,Alda Pierre-michelle Glonahi,OLBCI,Ha c'est pas yopougon seulement deh,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
07-11-2025,Desire Kouassi,OLBCI,C’est leur travail mais quand il s’agit de prêts ils vont t’appeler à tout moment,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
08-11-2025,Marie Stéphane Essi Niagne,OLBCI,"Toutes les agences pareils, à croire qu'ils sont formés dans ce sens ..pfff",bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
07-11-2025,Djinsia Otto,OLBCI,Tu es nouvelle? Akwaba à la sgci tu vas t'habituer. Hum,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
07-11-2025,Salomé Ange,OLBCI,Ils sont tous pareils oh,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
07-11-2025,Yves Dicky,OLBCI,"C'est pas là-bas seulement, les conseillers de la Sgci ne décrochent jamais que tu es parfois obligé de passer par là direction générale sur le call center ne fait pour avoir des informations.",bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
06-11-2025,Labelle Au Bois Dormant,OLBCI,Mon ancienne gestionnaire je n'arrivais pas à la joindre mais la nouvelle elle est très adorable,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
02-11-2025,Lagafosse Touré,OLBCI,"j'ai ete victime en2009 , 200000 f parti cadeau et on me fait croire j'ai retrait a la BIAO actuel NSIA c'est depuis ce jour j'ai quitte la genral",defalcation anormale de la part de la sgci jai un reel souci avec la sgci le 03 octobre jai ete fait un retrait au guichet automatique de koumassi dans la soiree et une demande de 200000 avait ete lance et le serveur na pas donne suite jai decide de lancer a nouveau un retrait de 150000 et le 04 octobre je suis repartie pour un autre retrait de 150000 et cest de la je constate que jai ete defalque de 150000 jai alerte le gestionnaire qui ma ensuite dit quil yavait un dysfonctionnement et de patienter jusquau mardi 07 octobre pour entrer en possession des sous je me suis donc rendue le jeudi en agence et on me fait comprendre que jai retire les sous dans un autre guichet pendant quil ny avait plus dargent sur le compte et aussi on me dit que peut etre une autre personne proche est en possession de ma carte bancaire et mon code bancaire jai fais une reclamation et hier je recois une notification quil ny aura pas de suite a ma reclamation car il ny a pas de justificatifs de revenir en agence avec plus dinformations pourtant jai juste des captures decran des transactions societe generale de cotedivoire priere me restituer mon argent svp,31-10-2025,Djeneba Cecile Ouédraogo
07-11-2025,Marc Cope,OLBCI,"Huuum SGBCI, c'est la pire des banques en Côte d'Ivoire. Elle ne change jamais !!!!",defalcation anormale de la part de la sgci jai un reel souci avec la sgci le 03 octobre jai ete fait un retrait au guichet automatique de koumassi dans la soiree et une demande de 200000 avait ete lance et le serveur na pas donne suite jai decide de lancer a nouveau un retrait de 150000 et le 04 octobre je suis repartie pour un autre retrait de 150000 et cest de la je constate que jai ete defalque de 150000 jai alerte le gestionnaire qui ma ensuite dit quil yavait un dysfonctionnement et de patienter jusquau mardi 07 octobre pour entrer en possession des sous je me suis donc rendue le jeudi en agence et on me fait comprendre que jai retire les sous dans un autre guichet pendant quil ny avait plus dargent sur le compte et aussi on me dit que peut etre une autre personne proche est en possession de ma carte bancaire et mon code bancaire jai fais une reclamation et hier je recois une notification quil ny aura pas de suite a ma reclamation car il ny a pas de justificatifs de revenir en agence avec plus dinformations pourtant jai juste des captures decran des transactions societe generale de cotedivoire priere me restituer mon argent svp,31-10-2025,Djeneba Cecile Ouédraogo
06-11-2025,Aboua Judicael,OLBCI,10 jours maximum,combien de temps pour verser lepargne du compte pel apres un rachat total du pret a sgbci,06-11-2025,Kouman Kouassi
06-11-2025,Kouman Kouassi,OLBCI,MERCI BEAUCOUP,combien de temps pour verser lepargne du compte pel apres un rachat total du pret a sgbci,06-11-2025,Kouman Kouassi
07-11-2025,Brahima Franck Seni,OLBCI,"Kouman Kouassi
svp pouvez-vous m’expliquer un rachat total ?",combien de temps pour verser lepargne du compte pel apres un rachat total du pret a sgbci,06-11-2025,Kouman Kouassi
07-11-2025,Aboua Judicael,OLBCI,"Brahima Franck Seni
c'est résilier. Rompre le contrat",combien de temps pour verser lepargne du compte pel apres un rachat total du pret a sgbci,06-11-2025,Kouman Kouassi
07-11-2025,Brahima Franck Seni,OLBCI,"Aboua Judicael
D’accord merci beaucoup cher frère.",combien de temps pour verser lepargne du compte pel apres un rachat total du pret a sgbci,06-11-2025,Kouman Kouassi
07-11-2025,Fregis Aka,OLBCI,"Rends toi au plateau, immeuble Longchamp,3è étage ou appelle ce numéro 2720235050 aux jours et heures ouvrables. Dis leur que tu es un client SGCI et que tu as souscrit à un de leurs produits mais tu n'as pas ton contrat ni ta police. Ils vont te demander ton numéro de compte et te donneront ton contrat,ta police et ta cotisation.",comment avoir son prz apres cinq ans de cotisationje suis plus a la general,07-11-2025,Kadio Eric Ehouman
06-11-2025,Coulibaly Adi,OLBCI,Il faut faire un courrier à votre banque pour débit à tort avec si possible les documents de preuve. Le courrier est à déposer à votre agence auprès de votre gestionnaire,bsr a tous jai fait un retrait deplace a la sgci mais la machine a rejete ma carte une fois a la maison je me rends compte que la banque ma preleve que doisje faire,06-11-2025,Mariam Koné
07-11-2025,Mariam Koné,OLBCI,Merci beaucoup à vous j'ai fait la réclamation et on m'a demandé d'attendre 90 jours.,bsr a tous jai fait un retrait deplace a la sgci mais la machine a rejete ma carte une fois a la maison je me rends compte que la banque ma preleve que doisje faire,06-11-2025,Mariam Koné
07-11-2025,Mariam Koné,OLBCI,"Ton Banquier en ligne
dans ma banque ou la banque qui m'a débité ?",bsr a tous jai fait un retrait deplace a la sgci mais la machine a rejete ma carte une fois a la maison je me rends compte que la banque ma preleve que doisje faire,06-11-2025,Mariam Koné
07-11-2025,Ton Banquier en ligne,OLBCI,"Mariam Koné
votre banque",bsr a tous jai fait un retrait deplace a la sgci mais la machine a rejete ma carte une fois a la maison je me rends compte que la banque ma preleve que doisje faire,06-11-2025,Mariam Koné
09-11-2025,Jean Ives Aké,OLBCI,"Est ce que tu es bon clients ? Si tu es juste salarié ne te fatigue pas. Car les bons clients, ces même gestionnaires enregistrent leur numéro pour les appeler . Donc quand elle voit un appel sans nom elle sait que c'est pas bon clients et jamais elle va se fatiguer pour décrocher. Yako",bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
08-11-2025,Maria Estrella Sy,OLBCI,Je pense qu’ils suivent une formation pour pas décrocher.,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
09-11-2025,Psaumes Trente Sept Maho,OLBCI,"Pareil pour moi elle s'appelle Mme Lago emmanuella Yopougon ficgayo, elle m'énerve vraiment",bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
09-11-2025,Natacha N'goran,OLBCI,"C'est partout pourtant devant toi, il décroche des appels.",bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
06-11-2025,Valerie Hien,OLBCI,Ok,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
09-11-2025,Gabin Klein,OLBCI,Les clients SG doivent privilégier les DAB de la SG,sensibilisation clients a lusage prioritaire du dab sgci chere cliente nous vous informons que nous rencontrons actuellement des incidents de retrait infructueux sur certains distributeurs automatiques de billets de nos confreres les travaux sont en cours par les equipes techniques respectives pour la resolution votre satisfaction etant au coeur de notre priorite nous vous encourageons a privilegier les distributeurs automatiques de billets dab de societe generale cote divoire pour tous vos retraits en cote divoire ceci afin dassurer une meilleure qualite de service et de reduire les delais de traitement des demandes liees a ces incidents en effet en cas dincident sur nos dab nous vous garantissons un delai de traitement rapide pour toutes informations complementaires nous vous prions de bien vouloir contacter votre gestionnaire ou le centre de relation clients au 2720201010 societe generale cote divoire vous remercie pour votre fidelite mail de la sg yag,09-11-2025,Gabin Klein
09-11-2025,Constant Tchapo,OLBCI,C'est pourquoi j'ai toujours évité les retraits déplacés.,sensibilisation clients a lusage prioritaire du dab sgci chere cliente nous vous informons que nous rencontrons actuellement des incidents de retrait infructueux sur certains distributeurs automatiques de billets de nos confreres les travaux sont en cours par les equipes techniques respectives pour la resolution votre satisfaction etant au coeur de notre priorite nous vous encourageons a privilegier les distributeurs automatiques de billets dab de societe generale cote divoire pour tous vos retraits en cote divoire ceci afin dassurer une meilleure qualite de service et de reduire les delais de traitement des demandes liees a ces incidents en effet en cas dincident sur nos dab nous vous garantissons un delai de traitement rapide pour toutes informations complementaires nous vous prions de bien vouloir contacter votre gestionnaire ou le centre de relation clients au 2720201010 societe generale cote divoire vous remercie pour votre fidelite mail de la sg yag,09-11-2025,Gabin Klein
09-11-2025,Kouadio Nollane Meschack,OLBCI,"Constant Tchapo
totalement raison, malheureusement
NSIA Banque Côte d'Ivoire
Dimbokro toujours hors service, on nous oblige ainsi à aller voir ailleurs",sensibilisation clients a lusage prioritaire du dab sgci chere cliente nous vous informons que nous rencontrons actuellement des incidents de retrait infructueux sur certains distributeurs automatiques de billets de nos confreres les travaux sont en cours par les equipes techniques respectives pour la resolution votre satisfaction etant au coeur de notre priorite nous vous encourageons a privilegier les distributeurs automatiques de billets dab de societe generale cote divoire pour tous vos retraits en cote divoire ceci afin dassurer une meilleure qualite de service et de reduire les delais de traitement des demandes liees a ces incidents en effet en cas dincident sur nos dab nous vous garantissons un delai de traitement rapide pour toutes informations complementaires nous vous prions de bien vouloir contacter votre gestionnaire ou le centre de relation clients au 2720201010 societe generale cote divoire vous remercie pour votre fidelite mail de la sg yag,09-11-2025,Gabin Klein
09-11-2025,Charles Ephrem,OLBCI,Je n'ai pas encore utilisé les gab d'autres institutions... Si ça ne marche pas... Je me retourne tranquillement.,sensibilisation clients a lusage prioritaire du dab sgci chere cliente nous vous informons que nous rencontrons actuellement des incidents de retrait infructueux sur certains distributeurs automatiques de billets de nos confreres les travaux sont en cours par les equipes techniques respectives pour la resolution votre satisfaction etant au coeur de notre priorite nous vous encourageons a privilegier les distributeurs automatiques de billets dab de societe generale cote divoire pour tous vos retraits en cote divoire ceci afin dassurer une meilleure qualite de service et de reduire les delais de traitement des demandes liees a ces incidents en effet en cas dincident sur nos dab nous vous garantissons un delai de traitement rapide pour toutes informations complementaires nous vous prions de bien vouloir contacter votre gestionnaire ou le centre de relation clients au 2720201010 societe generale cote divoire vous remercie pour votre fidelite mail de la sg yag,09-11-2025,Gabin Klein
09-11-2025,Adams Ouattara,OLBCI,J'espère que vs n'allez pas nous débiter indûment,sensibilisation clients a lusage prioritaire du dab sgci chere cliente nous vous informons que nous rencontrons actuellement des incidents de retrait infructueux sur certains distributeurs automatiques de billets de nos confreres les travaux sont en cours par les equipes techniques respectives pour la resolution votre satisfaction etant au coeur de notre priorite nous vous encourageons a privilegier les distributeurs automatiques de billets dab de societe generale cote divoire pour tous vos retraits en cote divoire ceci afin dassurer une meilleure qualite de service et de reduire les delais de traitement des demandes liees a ces incidents en effet en cas dincident sur nos dab nous vous garantissons un delai de traitement rapide pour toutes informations complementaires nous vous prions de bien vouloir contacter votre gestionnaire ou le centre de relation clients au 2720201010 societe generale cote divoire vous remercie pour votre fidelite mail de la sg yag,09-11-2025,Gabin Klein
10-11-2025,Barkley Barkley,OLBCI,Pareil pour moi moi je vais a ma banque lorsque ma carte magnétique est périmée ou prendre un prêt bancaire j'ai même pas le numéro de mon gestionnaire,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,05-11-2025,"Valerie Hien
se sent en colère."
11-11-2025,Adom Nin Yêpê,OLBCI,"Elles sont même chose dans toutes les agences,",bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,06-11-2025,"Valerie Hien
se sent en colère."
11-11-2024,Julien Clement Glazai,OLBCI,Il faut vraiment que l'organe régulateur des banques (s'il en existe vraiment) se penche sur ces phénomènes de rétention qui causent des désagréments.,societe generale cote divoire je suis fatigue de vous appeler a chaque fois pour expliquer le meme probleme tous les jours traiter lordre de virement la pour que je puisse mettre mon compte a zero vous allez me payer ce quil faut et je vais le fermer mais vous me faites tourner en bourique depuis,19-10-2025,Noelle Stephanie Meliane Kouadio
11-11-2024,Noelle Stephanie Meliane Kouadio,OLBCI,"Julien Clement Glazai
vraiment je vous assure",societe generale cote divoire je suis fatigue de vous appeler a chaque fois pour expliquer le meme probleme tous les jours traiter lordre de virement la pour que je puisse mettre mon compte a zero vous allez me payer ce quil faut et je vais le fermer mais vous me faites tourner en bourique depuis,19-10-2025,Noelle Stephanie Meliane Kouadio
11-11-2024,Julien Clement Glazai,OLBCI,"Noelle Stephanie Meliane Kouadio
depuis mars jusqu'à maintenant je suis dans les mêmes courses.",societe generale cote divoire je suis fatigue de vous appeler a chaque fois pour expliquer le meme probleme tous les jours traiter lordre de virement la pour que je puisse mettre mon compte a zero vous allez me payer ce quil faut et je vais le fermer mais vous me faites tourner en bourique depuis,19-10-2025,Noelle Stephanie Meliane Kouadio
11-11-2025,Devid Kwku,OLBCI,Humm,bonjour a toutes et a tous jai un souci avec lassurance yaconfort a la societe generalejai souscrit a ce produit depuis 2019 dans le cas de la prevoyance decesmon pere decede le 1 octobre 2025je declare le sinistre le 2 octobre 2025 et jusqua present je nai encore recu le capital decesque dois je faire ,11-11-2025,Libleu Gustave Ligoh
12-11-2025,Landry Ebro Ebrottié,OLBCI,"Devid Kwku
c'est ça le problème avec les assurances là hein. Moi mon argent là-bas, Jamais!",bonjour a toutes et a tous jai un souci avec lassurance yaconfort a la societe generalejai souscrit a ce produit depuis 2019 dans le cas de la prevoyance decesmon pere decede le 1 octobre 2025je declare le sinistre le 2 octobre 2025 et jusqua present je nai encore recu le capital decesque dois je faire ,11-11-2025,Libleu Gustave Ligoh
11-11-2025,Guy-Arsene Junior N'guessan,OLBCI,"Retourne la bas de ils vont te donner les raisons du retard.souvent la quand tu es dans ton droit faut pas jouer avec ton affaire ,dépasse toi pour qu'ils sentent que c'est sérieux.",bonjour a toutes et a tous jai un souci avec lassurance yaconfort a la societe generalejai souscrit a ce produit depuis 2019 dans le cas de la prevoyance decesmon pere decede le 1 octobre 2025je declare le sinistre le 2 octobre 2025 et jusqua present je nai encore recu le capital decesque dois je faire ,11-11-2025,Libleu Gustave Ligoh
11-11-2025,Roger Miraj Lenignon Soro,OLBCI,Ton dossier a été accepté? Si oui généralement ça prend du temps puisque la sgci doit contacter l'assurance et s'en suit les procédures. Mais n'empêche de t'y rendre de temps en temps.,bonjour a toutes et a tous jai un souci avec lassurance yaconfort a la societe generalejai souscrit a ce produit depuis 2019 dans le cas de la prevoyance decesmon pere decede le 1 octobre 2025je declare le sinistre le 2 octobre 2025 et jusqua present je nai encore recu le capital decesque dois je faire ,11-11-2025,Libleu Gustave Ligoh
11-11-2025,Francky la Bénédiction,OLBCI,"Va voir directement chez l'assureur, muni de la décharge de ton courrier de réclamation.",bonjour a toutes et a tous jai un souci avec lassurance yaconfort a la societe generalejai souscrit a ce produit depuis 2019 dans le cas de la prevoyance decesmon pere decede le 1 octobre 2025je declare le sinistre le 2 octobre 2025 et jusqua present je nai encore recu le capital decesque dois je faire ,11-11-2025,Libleu Gustave Ligoh
11-11-2025,Narcisse Kouame,OLBCI,Tu as rempli la fiche du pel?,combien de temps pour verser lepargne du compte pel apres un rachat total du pret a sgbci,06-11-2025,Kouman Kouassi
09-11-2025,Steven Sehi,OLBCI,Même jour,combien de temps pour verser lepargne du compte pel apres un rachat total du pret a sgbci,06-11-2025,Kouman Kouassi
12-11-2025,Kouakou Guillaume Kouadio,OLBCI,Au moins 45 jours ouvrés d'après le contrat donc ils sont encore dans le temps.,bonjour a toutes et a tous jai un souci avec lassurance yaconfort a la societe generalejai souscrit a ce produit depuis 2019 dans le cas de la prevoyance decesmon pere decede le 1 octobre 2025je declare le sinistre le 2 octobre 2025 et jusqua present je nai encore recu le capital decesque dois je faire ,11-11-2025,Libleu Gustave Ligoh
22-11-2025,Carla Blay,OLBCI,Hummm moi générale à vie,bonjour a toutes et a tous je voudrais changer de banque de la societe generale a la sib donnez moi des idees svp,22-11-2025,Natou Claire Foto
22-11-2025,Natou Claire Foto,OLBCI,Avantages et inconvénients de la sIB,bonjour a toutes et a tous je voudrais changer de banque de la societe generale a la sib donnez moi des idees svp,22-11-2025,Natou Claire Foto
23-11-2025,Yao Richard N'zi,OLBCI,C'est mieux de rester là-bas hein. Mais bon....,bonjour a toutes et a tous je voudrais changer de banque de la societe generale a la sib donnez moi des idees svp,22-11-2025,Natou Claire Foto
22-11-2025,Paulin Sigui,OLBCI,VA à la BSIC,bonjour a toutes et a tous je voudrais changer de banque de la societe generale a la sib donnez moi des idees svp,22-11-2025,Natou Claire Foto
22-11-2025,Yacouba Sekongo,OLBCI,Mais tu n'as rien fait. Va dans les petites banques.,bonjour a toutes et a tous je voudrais changer de banque de la societe generale a la sib donnez moi des idees svp,22-11-2025,Natou Claire Foto
23-11-2025,Coulibaly Adi,OLBCI,"Je vous la conseille. Même si la SIB n'est pas forcément différente de la Générale. À la SIB-Siège, les gestionnaires sont plus ouverts et plutôt accueillants et polis. Cela dit la meilleure banque c'est celle où tu as une connaissance
Donc il faut avoir une relation là bas",bonjour a toutes et a tous je voudrais changer de banque de la societe generale a la sib donnez moi des idees svp,22-11-2025,Natou Claire Foto
22-11-2025,Jean Philippe Eric Boni,OLBCI,Va à la BDU,bonjour a toutes et a tous je voudrais changer de banque de la societe generale a la sib donnez moi des idees svp,22-11-2025,Natou Claire Foto
22-11-2025,Tieu Eric,OLBCI,Djo toutes les banques sont les mêmes,bonjour a toutes et a tous je voudrais changer de banque de la societe generale a la sib donnez moi des idees svp,22-11-2025,Natou Claire Foto
22-11-2025,Sandy Angelo Benediction,OLBCI,"SIB - Société Ivoirienne de Banque
svp ne l'acceptez pas sans avoir fini de régler nos nombreux problèmes.",bonjour a toutes et a tous je voudrais changer de banque de la societe generale a la sib donnez moi des idees svp,22-11-2025,Natou Claire Foto
22-11-2025,Sandy Angelo Benediction,OLBCI,Sib quoi. Kpa,bonjour a toutes et a tous je voudrais changer de banque de la societe generale a la sib donnez moi des idees svp,22-11-2025,Natou Claire Foto
22-11-2025,Trésor's Toure,OLBCI,Il n'y a pas de mauvaises banques il y a juste des mauvais gestionnaires,bonjour a toutes et a tous je voudrais changer de banque de la societe generale a la sib donnez moi des idees svp,22-11-2025,Natou Claire Foto
23-11-2025,Cyrille Kouakou,OLBCI,Va à la banque tirer un relevé de compte,jai fait un virement hier via sgbci pour le compte de mon universite ucao mais le recu est flou na til pas un moyen pour avoir la trace en ligne,23-11-2025,Aweuly Murielle Tchetche
23-11-2025,Aweuly Murielle Tchetche,OLBCI,"Cyrille Kouakou
daccord merci",jai fait un virement hier via sgbci pour le compte de mon universite ucao mais le recu est flou na til pas un moyen pour avoir la trace en ligne,23-11-2025,Aweuly Murielle Tchetche
23-11-2025,Diarrassouba Almamy,OLBCI,Fais la capture d’écran,jai fait un virement hier via sgbci pour le compte de mon universite ucao mais le recu est flou na til pas un moyen pour avoir la trace en ligne,23-11-2025,Aweuly Murielle Tchetche
23-11-2025,Ruskov Molotov,OLBCI,Tu connais tension avec diabète et insuffisance rénale ? . Faut prendre tu vas pas croire.,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
23-11-2025,Abraham Gbetibouo,OLBCI,Dis-toi que tu ne recevras jamais les 10 millions en totalité. La banque va te prélever un déposit de 10% + frais de dossier qui sera au moins dans l'ordre de 500 mil et une une assurance de 5% de la valeur du prêt. Tu vas te retrouver avec 8 millions.,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
23-11-2025,Douhe Auguste Yade,OLBCI,Oui possible avec un crédit sur 8 ans mais c’est quand on va te dire que tu vas rembourser en tout 15.000.000 tu vas te fâcher en même temps,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
23-11-2025,Linda-armelle Padonou,OLBCI,Parfois il est préférable d'aborder certains sujets avec votre gestionnaire. Puisqu'il y va de la préservation de votre vie privée,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
23-11-2025,L' enfant de KANI,OLBCI,"Mon cher, la BDU est mieux.",avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
